SSDSE-F-2023,1991-2020îN,,,CN100,CN110,CN120,CN131,CN132,CN141,CN142,CN143,CN144,CN151,CN152,CN200,CN210,CN220,CN230,CN300,CN311,CN312,CN313,CN400,CN410,CN420,CN500,CN511,CN512,CN513,CN514,CN515,CN600,CN610,CN620,CN631,CN632,CN633,CN640,CN651,CN652,CN653,CN654,CN900,CN910,CN920
R17201,êŒêÏåß,ã‡ëÚés,07åé,25.8,29.5,22.9,0.0,19.1,0.0,27.7,15.0,1.0,0.0,6.3,1004.5,1008.4,75,24.8,3.5,3.0,0.1,0.0,167.2,14.1,4.6,233.4,12.9,6.1,2.4,1.3,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,08åé,27.3,31.3,24.1,0.0,26.1,0.0,30.3,21.5,2.1,0.0,12.2,1005.6,1009.4,72,26.0,3.4,3.0,0.2,0.0,215.9,19.6,2.3,179.3,9.3,4.8,2.0,0.9,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,09åé,23.2,27.2,19.9,0.0,7.7,0.0,21.9,6.3,0.3,0.0,0.9,1008.9,1012.8,73,20.8,3.5,3.5,0.6,0.2,153.6,15.2,4.5,231.9,12.0,6.4,2.6,1.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,10åé,17.6,21.8,13.9,0.0,0.2,0.0,4.7,0.4,0.0,0.0,0.0,1013.3,1017.3,70,14.2,3.6,4.8,0.7,0.2,152.0,16.2,4.5,177.1,12.7,5.9,1.7,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,11åé,11.9,15.9,8.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1015.6,1019.7,70,9.8,4.1,8.6,1.1,0.0,108.6,12.2,4.8,250.8,17.0,8.4,2.4,0.5,0.0,1.5,1,0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,12åé,6.8,10.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1015.3,1019.5,72,7.1,4.8,13.7,3.2,0.2,68.9,7.0,5.4,301.1,22.6,11.2,2.2,0.6,0.0,14.5,24,10,1.8,0.6,0.2,11,3.1,1.9,0.9,0.0,36.59,136.63,5.7
R17201,êŒêÏåß,ã‡ëÚés,îN,15.0,19.0,11.5,1.9,55.8,0.1,111.7,46.0,3.5,22.8,19.4,1010.8,1014.9,70,13.5,4.0,86.1,12.1,0.7,1714.1,162.2,54.5,2401.5,177.3,79.0,19.8,6.0,0.6,73.9,157,26,10.9,4.5,1.1,32,22.7,14.1,6.4,0.7,36.59,136.63,5.7
R18201,ïüà‰åß,ïüà‰és,01åé,3.2,6.7,0.5,1.3,0.0,0.1,0.0,0.0,0.0,11.9,0.0,1017.1,1019.3,82,6.3,2.6,1.2,0.0,0.0,65.4,6.0,5.0,284.9,22.8,11.5,1.8,0.1,0.0,23.2,85,21,5.9,2.8,0.9,39,15.2,12.0,7.2,1.6,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,02åé,3.7,7.8,0.3,1.1,0.0,0.1,0.0,0.0,0.0,13.8,0.0,1017.2,1019.4,78,6.2,2.8,1.2,0.0,0.0,88.4,8.3,3.9,167.7,18.1,6.2,0.4,0.0,0.0,19.5,58,17,4.0,1.7,0.5,34,11.7,9.1,6.3,1.6,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,03åé,7.2,12.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,1015.6,1017.8,71,7.2,3.0,1.8,0.0,0.0,136.3,13.7,5.1,160.7,15.5,6.2,0.6,0.1,0.0,11.3,14,7,1.0,0.4,0.1,10,2.0,0.9,0.4,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,04åé,12.8,18.3,7.8,0.0,0.0,0.0,2.4,0.1,0.0,0.2,0.0,1013.0,1015.1,68,9.9,3.1,1.9,0.1,0.0,172.3,16.3,4.6,137.2,11.6,4.7,1.1,0.2,0.0,1.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,05åé,18.1,23.3,13.4,0.0,0.2,0.0,11.2,1.1,0.0,0.0,0.0,1010.1,1012.1,68,13.8,3.1,2.2,0.1,0.0,191.1,17.0,4.9,139.1,10.7,4.8,1.2,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,06åé,22.0,26.5,18.2,0.0,3.5,0.0,20.3,4.6,0.0,0.0,0.1,1006.8,1008.8,74,19.3,2.6,0.6,0.1,0.0,146.8,12.2,5.4,152.8,10.6,4.7,1.5,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,07åé,26.1,30.4,22.7,0.0,20.0,0.0,28.5,17.2,2.8,0.0,4.5,1006.6,1008.6,76,25.1,2.7,0.7,0.0,0.0,155.4,13.0,4.7,239.8,11.9,5.9,2.5,1.2,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,08åé,27.4,32.2,23.7,0.0,26.0,0.0,30.7,24.0,5.5,0.0,8.6,1007.6,1009.6,73,26.1,2.8,1.1,0.1,0.0,205.7,18.7,1.8,150.7,9.1,4.4,1.6,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,09åé,23.1,27.7,19.4,0.0,7.7,0.0,23.6,7.8,0.3,0.0,0.8,1010.8,1012.8,76,21.3,2.7,1.2,0.3,0.1,151.2,14.9,4.1,212.9,11.4,5.6,2.5,1.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,10åé,17.1,22.1,13.1,0.0,0.3,0.0,6.1,0.3,0.0,0.0,0.0,1015.2,1017.3,76,14.8,2.6,1.2,0.2,0.0,154.4,17.0,4.6,153.8,12.0,5.1,1.3,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,11åé,11.3,16.0,7.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1017.9,1020.0,78,10.5,2.6,0.8,0.0,0.0,114.4,12.7,4.0,196.1,15.7,7.3,1.5,0.2,0.0,0.6,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,12åé,5.9,9.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,1017.9,1020.0,81,7.6,2.7,1.1,0.0,0.0,72.2,7.7,4.7,304.0,22.1,12.0,2.2,0.3,0.0,13.2,31,10,2.4,0.9,0.2,14,5.3,3.3,1.6,0.6,36.06,136.22,8.8
R18201,ïüà‰åß,ïüà‰és,îN,14.8,19.4,11.0,2.4,57.6,0.2,123.0,55.1,8.6,34.2,14.0,1013.0,1015.1,75,14.0,2.8,15.0,0.9,0.1,1653.7,157.5,52.8,2299.6,171.4,78.4,18.1,4.7,0.6,69.2,186,26,13.1,5.7,1.6,48,33.9,25.2,15.5,3.8,36.06,136.22,8.8
R19201,éRóúåß,çbï{és,01åé,3.1,9.1,-2.1,1.7,0.0,0.0,0.0,0.0,0.0,24.4,0.0,981.8,1016.4,55,4.1,2.3,4.6,0.0,0.0,209.1,25.1,2.4,42.7,3.9,1.6,0.3,0.0,0.0,5.9,9,6,0.6,0.4,0.1,7,2.1,1.3,0.4,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,02åé,4.7,10.9,-0.7,0.6,0.0,0.0,0.0,0.0,0.0,17.6,0.0,981.8,1016.2,52,4.4,2.6,5.1,0.2,0.0,195.4,21.9,2.0,44.1,4.5,1.7,0.2,0.0,0.0,5.9,11,7,0.6,0.3,0.1,9,1.6,1.0,0.5,0.1,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,03åé,8.6,15.0,3.1,0.0,0.0,0.0,0.3,0.0,0.0,5.5,0.0,981.0,1014.9,55,6.1,2.7,5.5,0.3,0.0,206.3,21.2,3.9,86.2,7.9,3.2,0.5,0.0,0.0,3.6,1,1,0.1,0.0,0.0,1,0.1,0.1,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,04åé,14.0,20.7,8.4,0.0,0.0,0.0,4.9,0.2,0.0,0.4,0.0,980.1,1013.2,57,9.0,2.6,4.5,0.3,0.0,206.1,19.8,3.4,79.5,7.2,2.9,0.5,0.0,0.0,0.3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,05åé,18.8,25.3,13.7,0.0,0.2,0.0,17.4,3.0,0.0,0.0,0.0,978.7,1011.1,62,13.1,2.4,1.8,0.0,0.0,203.9,18.5,3.8,85.4,7.8,2.7,0.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,06åé,22.3,27.8,18.3,0.0,3.6,0.0,23.8,8.7,0.4,0.0,0.0,976.3,1008.2,69,18.4,2.1,0.4,0.0,0.0,149.9,13.4,4.8,113.4,10.4,3.4,1.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,07åé,26.0,31.6,22.3,0.0,20.3,0.0,29.0,20.8,6.7,0.0,2.5,976.6,1008.1,72,23.8,2.1,0.5,0.0,0.0,168.2,15.1,3.5,148.8,10.9,4.4,1.3,0.5,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,08åé,27.1,33.0,23.3,0.0,26.4,0.0,30.2,26.2,8.9,0.0,4.9,977.9,1009.3,70,24.6,2.2,0.7,0.0,0.0,197.0,19.9,1.9,133.1,9.1,3.9,1.2,0.6,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,09åé,23.2,28.6,19.4,0.0,9.6,0.0,24.5,12.2,0.8,0.0,0.1,980.5,1012.4,71,20.1,1.9,0.7,0.1,0.0,150.9,15.6,4.2,178.7,9.6,4.8,1.7,0.9,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,10åé,17.1,22.5,13.0,0.0,0.1,0.0,7.5,0.8,0.0,0.0,0.0,983.7,1016.5,71,13.8,1.7,1.1,0.1,0.0,159.6,17.7,5.1,158.5,8.2,4.1,1.6,0.9,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,11åé,10.8,16.7,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,984.9,1018.6,67,8.8,1.7,2.0,0.1,0.0,178.6,21.2,3.2,52.7,5.2,1.9,0.3,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,12åé,5.4,11.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,15.3,0.0,983.3,1017.7,60,5.4,2.0,4.5,0.1,0.0,200.9,24.7,2.0,37.6,4.1,1.4,0.1,0.0,0.0,3.5,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,35.67,138.55,272.8
R19201,éRóúåß,çbï{és,îN,15.1,21.0,10.4,2.6,60.1,0.0,137.7,71.9,16.9,64.1,7.6,980.6,1013.6,64,12.6,2.2,31.4,1.3,0.0,2225.8,234.2,40.3,1160.7,88.9,36.0,9.3,3.5,0.5,19.4,23,13,1.4,0.7,0.2,15,4.0,2.4,0.9,0.1,35.67,138.55,272.8
R20201,í∑ñÏåß,í∑ñÏés,01åé,-0.4,3.8,-3.9,18.3,0.0,2.8,0.0,0.0,0.0,28.8,0.0,966.5,1018.4,79,4.7,2.0,0.3,0.0,0.0,128.4,15.8,3.3,54.6,9.8,1.6,0.1,0.0,0.0,24.0,63,19,4.1,2.1,0.5,26,15.9,11.6,4.4,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,02åé,0.4,5.3,-3.7,14.1,0.0,1.3,0.0,0.0,0.0,25.4,0.0,966.7,1018.5,74,4.7,2.3,0.7,0.0,0.0,140.2,16.4,2.4,49.1,8.9,1.3,0.0,0.0,0.0,20.1,50,16,3.2,1.6,0.4,23,13.0,8.6,2.5,0.1,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,03åé,4.3,10.3,-0.5,2.8,0.0,0.1,0.0,0.0,0.0,18.4,0.0,966.0,1016.9,68,5.6,2.8,1.9,0.0,0.0,173.3,18.0,3.0,60.1,9.5,2.0,0.0,0.0,0.0,15.6,17,8,1.4,0.3,0.0,8,2.0,0.6,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,04åé,10.6,17.4,4.9,0.0,0.0,0.0,1.9,0.1,0.0,3.1,0.0,964.8,1014.4,61,7.7,3.0,2.5,0.0,0.0,199.4,19.2,2.5,56.9,8.3,2.3,0.1,0.0,0.0,3.2,2,1,0.2,0.0,0.0,1,0.2,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,05åé,16.4,23.2,10.9,0.0,0.0,0.0,11.6,1.4,0.0,0.0,0.0,963.1,1011.5,63,11.5,3.0,1.9,0.0,0.0,214.8,19.8,2.5,69.3,8.3,2.3,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,06åé,20.4,26.1,16.1,0.0,0.8,0.0,19.1,3.6,0.1,0.0,0.0,960.7,1008.3,71,16.8,2.7,0.8,0.0,0.0,167.4,14.4,3.1,106.1,10.0,4.0,0.6,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,07åé,24.3,29.7,20.5,0.0,12.1,0.0,27.8,15.3,1.7,0.0,0.3,961.1,1008.0,75,22.4,2.3,0.3,0.0,0.0,168.8,15.1,2.8,137.7,12.2,4.4,0.9,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,08åé,25.4,31.1,21.5,0.0,19.3,0.0,29.2,21.1,3.1,0.0,0.7,962.5,1009.3,73,23.2,2.5,0.5,0.0,0.0,201.1,19.7,1.3,111.8,9.8,3.8,0.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,09åé,21.0,26.2,17.2,0.0,4.2,0.0,18.5,5.9,0.1,0.0,0.1,965.2,1012.8,74,18.4,2.6,0.6,0.0,0.0,151.2,15.4,3.8,125.5,9.2,4.2,1.2,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,10åé,14.4,19.7,10.3,0.0,0.0,0.0,2.4,0.2,0.0,0.0,0.0,968.4,1017.5,75,12.4,2.5,0.8,0.0,0.0,152.1,17.1,4.1,100.3,7.9,3.2,0.9,0.3,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,11åé,7.9,13.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,969.5,1019.8,76,8.2,2.2,0.8,0.0,0.0,142.3,17.5,2.4,44.4,6.8,1.5,0.1,0.0,0.0,3.6,1,1,0.1,0.0,0.0,1,0.1,0.0,0.0,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,12åé,2.3,6.9,-1.5,6.6,0.0,1.0,0.0,0.0,0.0,22.4,0.0,967.9,1019.2,79,5.7,2.0,0.6,0.0,0.0,131.1,17.0,3.0,49.4,8.9,1.5,0.0,0.0,0.0,19.0,30,14,1.9,0.9,0.4,16,5.1,3.2,1.2,0.0,36.66,138.19,418.2
R20201,í∑ñÏåß,í∑ñÏés,îN,12.3,17.8,7.9,41.8,36.4,5.2,110.5,47.6,5.1,102.6,1.1,965.2,1014.6,72,11.8,2.5,11.8,0.1,0.0,1969.9,205.3,34.2,965.1,109.6,32.2,5.0,1.4,0.1,85.6,163,24,10.9,5.0,1.3,33,36.4,24.1,8.1,0.1,36.66,138.19,418.2
R21201,äÚïååß,äÚïåés,01åé,4.6,9.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,12.6,0.0,1016.4,1018.6,66,5.6,2.5,1.0,0.0,0.0,161.3,20.6,2.6,65.9,7.5,2.2,0.3,0.0,0.0,12.3,14,9,1.1,0.5,0.1,10,1.9,1.0,0.3,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,02åé,5.4,10.3,1.2,0.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1016.4,1018.5,62,5.5,2.8,1.1,0.0,0.0,165.7,19.0,2.5,77.5,7.6,2.8,0.3,0.1,0.0,9.5,10,6,0.6,0.2,0.0,6,1.0,0.4,0.1,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,03åé,9.0,14.2,4.2,0.0,0.0,0.0,0.1,0.0,0.0,2.4,0.0,1014.8,1017.0,58,6.7,3.0,2.4,0.0,0.0,196.2,20.6,4.2,132.4,9.3,4.4,1.3,0.3,0.0,4.5,1,1,0.1,0.0,0.0,1,0.1,0.1,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,04åé,14.5,20.0,9.4,0.0,0.0,0.0,3.1,0.1,0.0,0.0,0.0,1012.7,1014.8,59,9.8,2.9,2.2,0.0,0.0,200.0,18.9,4.8,162.4,9.7,4.9,1.6,0.6,0.0,0.2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,05åé,19.4,24.7,14.6,0.0,0.5,0.0,15.1,2.1,0.0,0.0,0.0,1010.1,1012.1,63,13.9,2.8,1.5,0.0,0.0,205.4,18.0,4.9,192.6,10.1,5.9,2.1,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,06åé,23.2,27.8,19.3,0.0,6.0,0.0,24.0,7.7,0.2,0.0,0.2,1006.8,1008.8,70,19.5,2.6,0.5,0.0,0.0,160.1,13.5,5.9,223.7,11.2,6.3,2.7,1.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,07åé,27.0,31.6,23.5,0.0,23.8,0.0,29.5,21.1,5.8,0.0,9.2,1006.8,1008.7,73,25.4,2.5,0.5,0.0,0.0,166.5,14.2,5.1,270.9,12.7,7.1,3.1,1.6,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,08åé,28.3,33.4,24.6,0.0,28.6,0.0,30.5,26.9,10.0,0.0,14.9,1007.7,1009.7,69,26.1,2.6,0.9,0.1,0.0,202.4,18.8,2.0,169.5,9.5,4.8,1.8,1.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,09åé,24.5,29.2,20.8,0.0,13.7,0.0,26.0,13.7,0.8,0.0,1.7,1010.4,1012.4,70,21.4,2.5,1.1,0.2,0.1,163.7,16.2,4.5,242.7,11.2,5.9,2.8,1.3,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,10åé,18.7,23.6,14.5,0.0,0.3,0.0,10.9,0.4,0.0,0.0,0.0,1014.6,1016.7,67,14.5,2.3,0.8,0.1,0.0,172.8,18.5,5.0,161.6,8.8,4.5,1.8,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,11åé,12.5,17.5,8.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1017.4,1019.5,67,9.8,2.2,0.5,0.0,0.0,158.8,18.5,3.7,87.1,6.8,3.1,0.6,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,12åé,7.0,11.6,3.0,0.1,0.0,0.0,0.0,0.0,0.0,4.2,0.0,1017.4,1019.6,68,6.9,2.3,1.1,0.0,0.0,155.6,19.8,2.9,74.5,8.2,2.5,0.4,0.1,0.0,7.1,9,5,0.6,0.3,0.1,5,1.1,0.5,0.2,0.0,35.40,136.76,12.7
R21201,äÚïååß,äÚïåés,îN,16.2,21.1,12.0,1.2,72.9,0.0,139.4,72.0,16.7,29.1,26.1,1012.6,1014.7,66,13.7,2.6,13.5,0.4,0.1,2108.6,216.5,48.0,1860.7,112.6,54.5,18.8,8.1,0.8,33.4,34,14,2.4,1.0,0.3,15,4.0,1.9,0.5,0.0,35.40,136.76,12.7
R22100,ê√â™åß,ê√â™és,01åé,6.9,11.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,1013.5,1015.5,57,5.7,2.2,0.1,0.0,0.0,207.9,24.1,2.9,79.6,5.3,2.6,0.8,0.3,0.0,1.8,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,02åé,7.7,12.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,1013.6,1015.6,57,6.1,2.3,0.3,0.0,0.0,187.5,20.4,2.7,105.3,5.8,3.1,1.0,0.5,0.0,1.7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,03åé,10.7,15.5,6.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,1012.8,1014.8,62,8.0,2.4,0.1,0.0,0.0,189.9,19.1,4.9,207.1,9.1,5.4,2.5,1.1,0.2,0.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,04åé,15.2,19.8,10.6,0.0,0.0,0.0,1.9,0.2,0.0,0.0,0.0,1011.7,1013.6,65,11.3,2.4,0.2,0.0,0.0,189.7,18.3,4.7,222.2,9.5,5.4,2.5,1.3,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,05åé,19.2,23.5,15.1,0.0,0.2,0.0,9.1,0.7,0.0,0.0,0.0,1009.9,1011.8,71,15.7,2.2,0.0,0.0,0.0,192.0,17.7,4.8,215.3,10.0,5.5,2.4,0.9,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,06åé,22.4,26.1,19.2,0.0,3.4,0.0,19.4,3.0,0.3,0.0,0.2,1007.0,1008.9,77,20.9,2.1,0.1,0.0,0.0,135.9,11.6,6.3,268.9,12.3,6.4,3.0,1.5,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,07åé,26.1,29.9,23.1,0.0,21.2,0.0,29.1,15.7,1.4,0.0,5.5,1007.0,1008.8,79,26.5,2.1,0.1,0.0,0.0,157.9,14.0,4.1,296.6,11.6,6.5,3.4,1.6,0.5,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,08åé,27.4,31.3,24.2,0.0,28.3,0.0,30.4,23.9,2.0,0.0,10.5,1008.1,1009.9,76,27.6,2.2,0.1,0.0,0.0,201.8,19.6,2.0,186.5,9.0,4.6,1.8,1.1,0.3,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,09åé,24.5,28.4,21.1,0.0,13.9,0.0,26.0,9.5,0.2,0.0,1.2,1010.6,1012.4,75,23.0,2.1,0.4,0.0,0.0,157.3,15.5,3.9,280.6,11.7,6.3,3.0,1.6,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,10åé,19.4,23.6,15.6,0.0,0.7,0.0,9.8,0.7,0.0,0.0,0.0,1013.9,1015.8,71,16.1,2.0,0.3,0.0,0.0,157.7,16.9,5.4,250.3,9.5,5.5,2.4,1.3,0.4,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,11åé,14.3,18.8,9.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1015.7,1017.6,67,11.0,1.9,0.2,0.0,0.0,173.3,20.0,3.6,134.2,6.8,3.3,1.3,0.7,0.1,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,12åé,9.3,14.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1014.8,1016.7,60,7.2,2.1,0.2,0.0,0.0,200.5,23.9,2.4,80.7,5.4,2.5,0.7,0.3,0.0,0.5,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R22100,ê√â™åß,ê√â™és,îN,16.9,21.3,12.9,0.0,67.7,0.0,126.5,53.7,3.9,15.2,17.4,1011.6,1013.5,68,14.9,2.2,2.2,0.1,0.0,2151.5,221.1,47.8,2327.3,106.1,57.2,24.6,12.1,2.9,4.1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.98,138.40,14.1
R23100,à§ímåß,ñºå√âÆés,01åé,4.8,9.3,1.1,0.4,0.0,0.0,0.0,0.0,0.0,10.4,0.0,1011.4,1018.4,64,5.5,3.1,1.9,0.0,0.0,174.5,21.6,2.8,50.8,5.2,2.0,0.3,0.1,0.0,5.4,4,3,0.3,0.1,0.0,3,0.4,0.2,0.0,0.0,35.17,136.97,51.1
R23100,à§ímåß,ñºå√âÆés,02åé,5.5,10.5,1.4,0.3,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1011.4,1018.3,60,5.4,3.4,2.2,0.0,0.0,175.5,20.2,2.3,64.7,6.2,2.3,0.3,0.1,0.0,4.8,5,3,0.4,0.2,0.0,3,0.6,0.2,0.0,0.0,35.17,136.97,51.1
